ID Transaksi,Tanggal,Bulan,Tahun,Usia Pembeli,Gender,Berat Barang (gr),Berapa Kali Transaksi,Waktu Pengiriman (Hari),Ongkos Kirim
2955,5,8,2022,61,L,421,20,11,20000
2779,29,2,2023,80,L,448,9,3,30000
9556,19,8,2023,73,L,652,6,14,20000
7470,30,3,2023,77,L,23,9,2,20000
4093,12,9,2022,34,L,337,4,3,40000
1600,9,2,2023,22,L,207,20,5,50000
3292,8,4,2023,64,L,791,12,6,10000
7754,16,6,2024,68,L,962,19,2,30000
9191,31,10,2024,50,L,180,20,7,50000
3903,13,9,2022,75,L,337,6,8,50000
2732,27,1,2023,21,P,554,11,11,50000
2814,6,10,2024,63,L,204,2,8,10000
902,11,5,2024,79,P,368,5,9,10000
4359,24,10,2024,29,L,622,10,10,30000
6853,3,5,2023,32,P,456,2,12,40000
471,10,8,2022,65,L,610,12,10,30000
3849,3,9,2023,44,P,521,20,7,20000
9949,21,1,2022,48,P,982,19,8,30000
9934,6,8,2024,33,L,193,7,14,30000
1921,25,7,2024,29,P,389,4,7,30000
3736,18,8,2024,54,P,899,9,12,40000
2670,29,5,2024,68,L,709,13,7,40000
2182,31,7,2024,39,P,518,13,4,40000
6027,18,5,2024,62,L,836,13,14,10000
8500,17,11,2023,24,L,996,5,2,30000
4232,3,7,2023,71,L,697,10,4,10000
9873,3,1,2023,72,P,44,1,5,50000
285,25,1,2024,58,L,510,3,2,40000
2636,17,3,2024,22,P,716,3,7,20000
1344,8,6,2024,61,L,932,19,14,30000
6694,11,10,2023,43,P,100,3,9,40000
2967,28,6,2024,35,L,481,3,4,30000
1248,6,3,2022,76,P,477,19,11,40000
9564,7,10,2024,27,L,548,10,6,10000
3112,31,11,2022,28,P,323,18,11,30000
3829,7,9,2023,77,P,996,9,14,10000
6704,20,5,2022,62,L,884,16,10,20000
1859,26,10,2023,68,L,605,1,12,20000
1200,2,6,2022,32,P,834,14,1,40000
6088,7,7,2024,24,L,763,5,1,40000
5963,13,12,2022,32,P,580,7,2,20000
122,24,10,2024,24,P,401,15,1,50000
3906,23,7,2023,64,P,24,19,7,10000
9997,5,12,2024,52,L,553,3,12,20000
876,15,3,2024,41,P,217,12,6,30000
6813,6,12,2024,60,L,214,16,14,40000
336,1,6,2022,70,L,560,4,1,40000
823,12,9,2024,51,P,729,4,13,40000
755,7,6,2024,54,L,285,2,11,30000
2301,1,3,2024,66,L,493,15,5,20000
7806,16,6,2022,71,P,698,5,5,20000
8423,16,5,2023,66,L,490,6,14,30000
5545,18,8,2024,27,L,649,19,14,10000
1897,26,11,2022,26,P,237,17,6,50000
6810,25,1,2023,54,L,394,14,11,40000
6460,21,4,2023,42,L,215,11,4,30000
9013,9,4,2023,22,P,76,10,9,10000
2686,18,1,2024,22,P,948,20,13,50000
1437,13,5,2022,77,L,536,1,10,20000
1255,6,6,2023,35,P,705,15,12,30000
8561,17,11,2024,47,L,914,20,12,30000
4677,12,9,2023,55,P,861,14,2,40000
2704,1,11,2022,41,P,93,6,1,50000
6578,14,10,2023,53,L,818,13,2,10000
9892,10,4,2024,39,L,894,15,12,10000
4292,9,3,2022,53,L,64,2,10,40000
7917,17,10,2024,22,P,264,3,2,30000
406,11,2,2023,79,P,586,17,6,20000
9255,30,1,2022,79,P,455,4,4,30000
9367,17,10,2024,42,L,632,11,5,10000
8053,18,8,2022,63,L,502,4,9,40000
6329,22,4,2023,30,L,540,9,4,40000
9110,28,7,2022,27,P,990,15,3,20000
4470,4,1,2022,34,P,627,10,12,20000
7690,21,5,2023,27,P,936,14,14,20000
5416,18,3,2023,79,L,551,1,12,30000
9098,4,8,2023,33,L,221,7,2,40000
6047,22,9,2022,68,P,157,18,9,10000
5349,3,12,2024,28,P,850,4,8,40000
7984,19,10,2022,24,L,208,5,6,20000
2316,17,11,2022,49,P,26,16,14,50000
3224,24,12,2023,55,L,77,12,1,30000
7261,31,11,2023,24,L,305,10,4,30000
434,23,8,2024,80,L,273,10,12,10000
7670,12,4,2022,51,L,922,20,4,40000
8949,4,6,2022,65,L,679,4,5,30000
1730,23,10,2024,28,P,765,20,11,40000
6652,23,6,2024,54,P,683,1,2,10000
6417,22,2,2023,32,P,123,15,2,30000
6218,7,4,2022,57,L,82,12,1,50000
1668,7,10,2023,66,L,307,12,8,20000
9643,11,1,2022,53,L,406,6,14,10000
2431,8,7,2022,75,L,252,4,5,50000
7167,19,6,2023,43,L,154,20,8,40000
4399,13,10,2022,77,L,981,19,4,30000
8866,19,7,2023,44,P,327,15,4,40000
6315,21,1,2023,77,P,183,11,6,50000
3311,29,8,2023,45,P,731,9,10,20000
2903,16,1,2022,61,P,943,13,5,10000
9809,25,7,2023,33,L,718,15,2,40000
8411,7,9,2024,48,P,651,20,3,40000
9113,30,5,2024,42,L,261,11,7,40000
861,28,5,2022,25,L,401,7,1,20000
3812,10,9,2022,68,L,882,4,12,50000
3255,8,12,2022,30,P,345,17,9,50000
4140,12,11,2023,67,L,115,12,8,30000
832,17,6,2024,29,L,841,10,13,20000
5895,1,10,2023,29,L,94,20,1,20000
6888,28,4,2023,80,L,455,6,14,20000
3184,25,1,2023,74,L,158,7,10,40000
6246,15,2,2024,77,L,968,16,9,10000
5049,27,6,2023,48,L,264,12,10,50000
3761,18,4,2024,42,L,972,9,13,50000
3585,23,4,2023,53,P,759,10,9,30000
9239,10,10,2024,31,L,966,3,8,10000
5355,22,6,2022,23,L,443,15,7,50000
7539,25,2,2024,75,P,371,6,6,40000
5174,8,2,2022,21,L,79,1,3,20000
8437,21,10,2023,69,P,714,12,1,20000
2620,20,4,2022,32,L,349,6,2,50000
3836,21,9,2022,73,L,259,5,2,50000
6912,26,7,2022,73,L,164,16,6,50000
3868,13,4,2022,57,P,831,5,6,30000
550,14,9,2023,69,L,959,14,8,20000
2310,16,6,2023,44,P,460,14,2,20000
6955,1,10,2022,27,L,222,12,7,10000
1672,6,3,2023,61,L,142,13,7,10000
7427,26,12,2024,40,P,914,18,8,50000
6535,22,10,2024,50,P,242,15,5,50000
4160,15,6,2024,21,L,287,13,8,10000
1222,24,5,2024,63,L,367,11,13,30000
4034,18,10,2022,61,L,220,6,11,30000
1229,26,9,2023,73,P,783,8,14,20000
8012,26,7,2022,32,L,135,11,3,10000
6585,20,9,2022,45,L,631,3,5,10000
7495,8,7,2024,46,L,712,3,6,30000
2533,25,6,2022,79,P,432,18,14,50000
9700,29,6,2023,27,P,817,12,7,20000
635,10,12,2023,79,P,361,15,3,30000
8366,12,10,2022,23,L,822,16,14,40000
2950,29,12,2024,77,L,969,7,9,20000
8012,7,4,2024,68,P,853,2,2,20000
6328,7,9,2023,70,L,71,12,1,10000
6638,11,4,2023,78,L,218,15,14,40000
9668,14,9,2023,38,P,140,4,1,30000
4438,23,10,2024,66,P,391,13,8,40000
2306,31,6,2024,61,P,691,16,4,30000
666,2,3,2024,80,L,699,2,13,10000
2812,12,4,2024,36,P,64,11,9,20000
5373,8,11,2023,66,P,703,17,10,30000
6417,16,7,2022,43,P,299,5,14,20000
4291,7,10,2022,79,L,548,14,10,40000
6466,11,10,2024,67,L,712,18,13,40000
5541,14,1,2022,35,L,323,4,12,30000
3681,8,11,2023,53,P,682,14,5,30000
6104,11,10,2024,48,L,910,4,14,30000
9686,2,2,2022,31,L,547,10,7,20000
3588,23,5,2023,24,L,752,12,12,10000
4019,2,12,2022,51,L,393,7,6,10000
6736,14,1,2024,64,P,62,8,13,30000
1389,2,2,2023,63,P,722,8,14,40000
6878,18,2,2023,75,P,739,12,14,50000
8922,29,8,2022,26,P,928,8,1,50000
2536,22,11,2022,75,P,208,2,1,10000
6442,23,7,2024,75,L,758,4,12,20000
209,1,4,2023,40,P,943,12,7,20000
4822,23,9,2024,76,P,955,20,5,40000
6755,29,1,2022,70,P,219,5,4,10000
2901,11,11,2023,43,P,364,17,1,40000
7760,20,11,2024,75,P,322,4,7,40000
8171,9,7,2023,66,L,631,20,10,20000
5153,23,8,2024,38,L,256,6,14,30000
5877,27,7,2022,26,P,297,8,5,50000
4627,12,1,2022,37,L,128,9,13,40000
4356,27,5,2024,21,L,596,1,11,30000
1249,14,2,2022,24,L,865,14,14,30000
9774,27,11,2024,53,L,425,11,9,30000
5519,22,12,2024,67,P,973,14,4,50000
1022,24,8,2022,43,L,58,13,2,10000
5798,7,10,2022,40,P,299,14,10,40000
3099,23,3,2022,71,P,434,17,1,10000
7427,28,1,2022,25,P,870,8,3,40000
6623,16,12,2022,80,P,469,20,5,40000
3016,3,8,2023,26,L,104,5,1,50000
211,1,9,2024,49,L,103,1,4,10000
6310,24,2,2023,67,L,283,5,8,50000
1308,25,1,2023,39,P,474,14,8,10000
298,29,7,2022,48,P,237,5,12,20000
3137,9,3,2024,64,P,174,2,5,30000
3566,17,12,2023,45,P,299,8,3,50000
5883,22,4,2023,61,L,463,4,6,50000
309,24,9,2022,37,P,83,15,14,30000
6691,21,8,2022,66,L,356,5,11,40000
4822,24,12,2022,37,L,49,5,13,30000
4494,2,3,2022,47,L,738,18,12,10000
1366,29,11,2022,43,L,948,1,13,20000
8583,19,10,2024,74,P,227,4,1,50000
7266,3,1,2023,23,L,143,2,11,30000
906,30,7,2023,32,P,415,2,11,10000
7580,4,9,2024,59,L,401,17,13,50000
8377,20,9,2023,51,P,598,2,10,20000
5603,4,5,2022,76,L,486,15,13,50000
1234,9,11,2022,64,P,239,6,13,20000
7712,4,9,2024,52,L,859,2,3,10000
9130,1,9,2024,43,L,993,9,10,40000
4620,19,3,2022,24,L,707,19,10,20000
2801,9,12,2024,30,P,130,11,13,50000
7850,25,3,2022,77,L,190,7,4,30000
4769,18,8,2024,50,L,152,13,8,20000
1641,19,8,2022,42,P,690,16,12,20000
8477,2,5,2022,41,L,741,12,11,10000
5740,28,5,2024,30,P,734,4,13,50000
955,14,9,2023,32,P,767,8,9,50000
6032,23,2,2022,27,L,824,17,12,50000
7087,11,12,2024,79,L,342,1,7,40000
4474,31,12,2023,28,L,125,17,2,30000
6097,10,10,2022,32,P,311,14,7,20000
6201,18,1,2024,77,P,416,10,11,20000
5853,31,12,2023,38,P,101,10,13,30000
4390,11,4,2022,27,L,509,11,14,20000
177,24,8,2022,53,L,333,9,7,30000
7817,4,6,2023,76,L,459,15,10,10000
499,18,8,2022,44,L,144,15,10,50000
6607,12,9,2023,62,P,674,1,4,20000
8396,15,7,2022,43,P,743,3,8,20000
2227,13,10,2022,55,L,988,12,11,10000
5409,27,4,2024,40,P,585,2,12,20000
9088,11,11,2022,40,L,729,13,6,10000
9607,21,7,2023,68,L,248,10,12,40000
8030,4,4,2023,78,P,917,14,8,20000
5723,26,10,2024,77,P,561,19,6,20000
8619,14,12,2024,44,L,876,8,3,20000
5564,9,8,2024,31,L,647,17,14,30000
2138,24,2,2022,38,L,625,20,10,30000
1351,12,6,2023,27,L,36,14,7,50000
1570,17,2,2023,25,L,251,3,13,10000
4859,14,8,2023,44,L,618,1,10,50000
1193,19,4,2023,80,P,523,14,2,40000
7119,26,8,2022,64,L,264,6,6,30000
4087,20,7,2022,79,L,475,13,13,30000
6839,20,4,2023,50,P,314,4,6,10000
2404,14,8,2024,55,L,481,18,2,10000
6478,4,12,2024,30,P,492,20,11,30000
8460,11,3,2024,34,P,451,20,7,30000
5596,11,4,2024,45,P,138,19,4,40000
6890,30,5,2022,30,L,138,10,2,40000
4009,19,9,2024,35,P,82,7,4,10000
3022,31,2,2023,41,L,559,3,5,50000
4339,27,4,2024,76,L,624,20,1,10000
9962,1,2,2024,35,P,699,20,7,20000
2940,5,8,2024,63,P,406,20,14,20000
192,9,11,2024,27,L,984,4,7,20000
6347,6,12,2023,80,P,439,5,7,20000
7845,18,4,2022,70,L,587,10,12,20000
6151,8,4,2022,70,L,578,3,13,30000
714,21,7,2024,33,L,434,14,13,20000
2116,5,11,2022,25,L,381,16,11,40000
499,17,3,2023,67,P,334,16,4,10000
816,14,5,2022,55,P,701,4,13,40000
9886,14,9,2024,52,L,150,12,2,30000
5966,19,11,2022,51,P,370,19,11,40000
384,6,11,2024,33,L,846,10,5,20000
5308,4,9,2022,36,L,662,15,4,10000
3258,2,3,2024,75,L,585,6,2,50000
2711,23,10,2022,47,P,277,6,3,20000
7882,2,1,2024,68,P,57,1,13,30000
2134,15,8,2022,59,P,897,1,5,20000
6021,1,7,2023,35,L,398,19,5,50000
9987,4,6,2024,29,P,362,3,14,10000
6133,4,10,2023,75,P,607,16,2,50000
1916,4,10,2023,25,L,213,4,10,50000
5311,18,6,2022,53,P,76,16,12,30000
8854,14,11,2024,58,P,598,5,11,20000
1503,23,10,2023,42,P,77,8,5,10000
8414,11,7,2022,79,L,351,8,10,50000
2570,7,12,2023,56,P,397,12,9,40000
4838,14,6,2022,56,L,341,4,4,40000
2839,17,3,2022,69,P,817,8,10,40000
2029,28,9,2023,71,P,800,6,1,30000
7092,13,2,2024,53,L,734,11,8,50000
7908,1,1,2024,74,P,399,1,8,10000
8871,7,2,2024,31,L,783,18,6,50000
2832,17,3,2022,30,L,110,11,3,40000
2150,17,4,2024,40,P,241,14,10,30000
8737,4,7,2022,66,L,576,17,4,50000
7103,12,3,2022,30,P,958,11,4,50000
6187,23,3,2023,58,P,112,9,6,50000
4821,2,3,2024,49,P,264,18,8,50000
2954,14,8,2024,54,L,486,7,12,40000
9865,22,6,2023,57,P,981,19,8,40000
9382,26,10,2023,56,L,138,6,4,30000
4420,28,8,2023,71,P,350,5,3,30000
2326,1,5,2023,66,P,685,8,6,50000
8289,12,3,2022,42,P,832,12,13,20000
4252,7,6,2022,74,L,947,3,2,20000
8042,21,8,2023,33,L,971,16,14,50000
1551,24,12,2023,45,L,738,19,10,50000
9420,22,9,2023,52,L,913,14,4,10000
7232,1,2,2022,21,P,819,3,2,10000
9293,16,4,2024,71,L,833,11,13,20000
3477,18,3,2022,79,P,42,4,9,20000
7512,30,9,2024,27,P,324,8,7,40000
5870,13,12,2022,27,L,187,13,10,50000
3013,17,3,2024,29,L,356,2,11,30000
869,17,10,2022,53,P,447,14,12,40000
1011,8,9,2022,52,P,542,7,12,10000
5389,22,12,2022,69,L,997,6,13,40000
6293,3,1,2022,31,L,247,20,10,40000
7807,6,9,2023,34,L,320,19,7,10000
2938,20,1,2023,70,P,841,13,10,20000
4276,17,10,2022,30,L,430,1,8,30000
6642,19,4,2023,34,L,708,1,3,40000
5218,17,6,2024,54,L,480,1,11,20000
4828,6,3,2022,56,P,422,15,11,40000
8507,21,4,2023,77,P,604,20,2,10000
5125,2,3,2024,61,P,706,20,8,40000
7122,17,6,2023,35,P,973,15,5,40000
6641,2,3,2022,29,P,755,19,9,40000
8788,26,11,2024,68,L,384,1,3,50000
2528,10,11,2022,23,L,381,9,11,50000
7959,16,4,2023,42,L,891,2,3,30000
277,6,3,2022,43,P,991,10,7,30000
3558,24,2,2022,76,P,485,9,8,50000
7636,9,10,2024,73,P,827,3,9,40000
6531,10,5,2023,66,P,137,6,8,10000
2486,17,5,2023,75,L,222,19,10,20000
39,20,2,2022,59,P,818,9,2,50000
6899,5,9,2024,23,L,683,2,9,10000
9338,20,7,2024,41,P,105,16,12,50000
4716,4,4,2024,23,P,200,10,4,50000
8411,28,3,2024,61,P,534,11,13,40000
4642,29,3,2022,23,P,696,12,10,20000
8125,8,4,2024,58,L,203,17,6,10000
1747,29,9,2023,79,L,841,6,4,30000
8449,26,6,2022,69,P,293,20,10,40000
4333,10,2,2023,65,P,56,10,8,50000
6765,31,4,2022,75,P,57,7,12,40000
4733,1,4,2024,50,P,341,9,7,20000
7278,11,10,2022,65,P,491,12,7,50000
5979,1,5,2022,74,P,801,13,4,30000
4747,15,2,2022,34,P,866,4,3,50000
9519,1,7,2022,66,P,179,17,14,40000
7826,2,7,2023,75,P,855,11,3,50000
7861,4,5,2022,77,P,452,3,4,10000
9656,20,6,2024,37,P,487,17,12,20000
4524,26,7,2024,27,P,77,2,5,30000
2023,27,3,2022,72,P,993,19,8,40000
504,12,4,2024,72,P,985,7,11,50000
8724,15,9,2024,60,P,857,9,10,50000
1529,23,1,2024,25,L,783,11,4,40000
498,3,10,2023,43,L,932,1,3,50000
1862,30,9,2023,60,P,403,4,7,30000
5550,29,11,2024,56,P,653,8,14,20000
3170,30,9,2023,48,P,468,16,1,20000
9816,11,9,2024,69,L,483,15,10,40000
666,25,2,2023,72,L,684,18,5,50000
4177,20,2,2023,72,P,788,13,3,30000
2851,27,11,2023,68,L,257,18,10,40000
4582,3,5,2023,55,L,244,8,2,30000
951,21,2,2023,59,P,502,19,10,40000
3958,2,11,2023,70,P,220,3,3,50000
4999,3,2,2023,43,L,164,11,14,10000
507,30,6,2024,42,P,753,19,5,20000
1024,4,1,2023,38,P,356,15,8,50000
9874,17,3,2024,50,L,440,4,6,40000
6595,25,9,2024,56,L,537,9,12,10000
7131,1,2,2022,37,L,860,17,14,30000
377,27,3,2022,62,P,47,11,10,30000
8469,26,8,2022,52,L,706,18,1,30000
6129,7,11,2022,75,L,707,1,14,40000
1951,9,2,2022,25,L,944,10,7,40000
565,7,6,2022,31,L,486,5,2,10000
8468,2,5,2023,58,P,198,19,6,30000
4984,26,10,2022,60,P,40,6,7,10000
7059,30,7,2024,79,P,804,20,6,20000
4624,8,2,2024,51,L,491,18,8,50000
24,18,3,2023,39,L,872,2,2,20000
7925,8,1,2024,72,P,424,13,11,30000
550,23,6,2023,57,L,694,3,6,20000
9499,21,10,2023,73,P,300,6,7,40000
2587,20,10,2024,67,L,803,18,9,30000
1962,11,5,2024,42,L,834,3,2,20000
7702,16,2,2024,73,L,420,9,11,10000
3610,25,11,2022,42,P,178,18,10,20000
7416,16,4,2023,23,P,770,14,3,50000
7888,8,3,2022,41,P,912,4,10,30000
7386,22,10,2022,41,P,537,1,9,10000
7298,29,2,2024,64,L,936,5,3,10000
6445,10,8,2022,58,P,923,1,14,10000
3092,27,9,2024,21,P,865,13,4,20000
1353,20,9,2023,29,L,178,19,7,30000
741,31,4,2024,37,P,368,6,10,50000
8098,8,10,2022,36,P,448,5,1,30000
7750,20,9,2024,65,L,474,8,13,50000
3720,15,8,2024,34,L,872,2,11,30000
8039,6,2,2023,78,L,761,9,2,30000
7393,16,5,2024,26,L,906,17,10,50000
1557,30,12,2024,68,P,300,6,5,50000
328,25,7,2024,21,P,55,2,11,40000
7521,9,4,2022,50,P,661,10,3,50000
5722,18,9,2022,45,P,797,3,9,10000
4029,18,1,2024,56,P,562,15,7,10000
2659,28,10,2022,54,L,503,3,2,40000
8463,27,11,2024,24,L,763,15,4,10000
2796,19,9,2024,64,L,472,1,7,50000
7687,16,1,2024,56,L,866,16,7,50000
6794,17,6,2024,47,P,500,3,9,10000
8170,8,11,2023,72,L,972,14,10,30000
1852,11,7,2023,73,P,207,4,12,10000
6344,3,5,2022,26,L,421,13,12,20000
3969,28,9,2022,21,P,683,4,6,40000
7262,11,11,2024,54,P,662,5,6,40000
1197,5,3,2024,72,L,850,5,12,20000
8731,30,4,2022,43,L,793,2,6,50000
8394,25,11,2024,28,L,324,11,13,10000
657,20,2,2024,43,L,523,12,11,10000
5565,14,5,2023,80,L,910,15,3,10000
1,20,7,2023,66,P,151,10,4,30000
8127,22,2,2023,28,L,6,16,14,50000
8991,26,1,2023,58,L,150,8,11,10000
5434,7,12,2024,35,P,330,16,11,10000
6291,17,1,2024,45,L,833,7,7,10000
6513,6,12,2023,62,L,715,11,5,30000
8342,6,3,2022,64,P,364,4,4,50000
5451,12,1,2024,31,L,223,20,5,10000
9182,16,7,2022,33,L,619,6,10,50000
3701,2,3,2023,80,L,856,6,9,20000
8856,20,8,2023,54,P,413,5,14,40000
5478,9,8,2023,38,P,562,18,13,30000
4304,22,4,2022,67,P,563,4,11,50000
1146,18,3,2022,25,L,623,2,6,40000
5951,26,12,2022,64,P,656,19,8,10000
45,10,2,2023,32,L,424,14,5,50000
28,24,4,2024,43,P,666,18,12,50000
432,7,2,2022,58,P,628,20,5,20000
3581,25,10,2024,50,L,396,10,1,50000
5824,18,11,2022,60,L,14,11,8,40000
9237,14,1,2024,39,L,767,8,5,50000
7895,3,10,2024,36,L,406,11,6,10000
1093,2,5,2023,33,P,25,6,13,50000
6702,31,4,2024,50,L,181,14,6,40000
7823,18,10,2022,80,P,677,3,1,30000
7237,28,11,2024,35,L,907,17,9,20000
6971,15,2,2024,68,P,539,11,8,50000
6223,3,3,2022,28,L,936,15,8,30000
9504,20,8,2023,31,L,475,17,14,40000
3189,28,6,2023,26,P,663,15,12,50000
9152,13,9,2024,24,P,189,19,11,30000
3274,28,10,2024,26,L,746,1,5,40000
7882,14,12,2022,62,L,255,2,1,40000
562,26,4,2024,44,P,585,19,8,40000
8689,26,1,2023,22,P,575,14,9,20000
1255,3,6,2023,62,P,43,19,7,20000
6481,17,2,2022,71,P,243,14,12,30000
8134,3,8,2022,25,P,519,14,7,10000
2417,18,10,2023,34,P,689,10,13,20000
9289,12,5,2024,60,P,415,15,1,50000
2173,10,7,2022,22,L,816,7,5,10000
9730,2,8,2023,37,P,937,9,8,50000
5535,9,11,2023,30,P,47,1,5,10000
8184,5,7,2024,63,P,96,18,13,20000
1054,2,2,2022,27,P,631,12,9,10000
9502,21,9,2023,27,P,546,11,14,50000
6294,28,5,2022,46,P,336,16,12,40000
157,8,12,2024,47,L,18,16,11,20000
6045,2,4,2023,35,P,124,4,14,30000
1684,2,2,2023,76,L,341,17,3,30000
5017,8,4,2023,26,P,514,4,4,30000
5256,22,5,2024,64,L,118,15,10,30000
7953,14,11,2023,59,P,690,12,14,20000
4620,30,3,2022,30,P,197,20,12,30000
808,30,2,2024,46,L,436,19,11,40000
4677,22,12,2022,48,L,543,2,6,20000
1448,9,10,2024,56,P,941,17,1,10000
8101,19,11,2023,78,L,505,8,7,50000
8379,25,8,2022,79,P,870,6,12,20000
6786,24,9,2024,53,L,302,5,4,40000
1543,2,7,2023,31,P,493,11,14,50000
3209,11,10,2023,27,P,581,10,7,40000
2629,21,1,2024,53,L,301,9,1,20000
4164,27,7,2022,44,L,245,2,1,10000
944,4,4,2022,30,P,443,7,7,30000
3789,27,9,2024,22,L,786,17,5,20000
8974,1,1,2023,50,P,847,7,3,10000
762,18,4,2023,73,L,110,19,2,20000
6052,26,9,2022,75,L,809,4,3,10000
4938,31,2,2023,26,L,666,15,9,50000
7087,20,6,2024,43,P,673,16,14,20000
5918,27,6,2024,45,L,973,10,6,10000
7358,12,3,2023,37,L,572,17,5,40000
9227,14,10,2022,48,P,244,8,4,40000
7814,4,10,2023,35,P,533,12,3,10000
6101,11,12,2022,78,P,998,16,1,40000
5999,31,9,2023,75,L,215,8,3,30000
8123,3,7,2023,45,L,336,2,9,50000
3446,14,6,2022,80,P,149,7,12,20000
5301,24,10,2024,42,L,632,1,12,20000
7999,4,1,2022,40,P,169,19,14,40000
2849,6,12,2024,64,P,103,1,10,40000
4214,15,4,2024,55,L,965,1,6,40000
8781,1,9,2023,41,P,37,1,2,40000
9552,15,7,2023,69,P,962,1,4,50000
5547,24,2,2022,76,L,126,16,7,50000
6673,6,7,2024,49,L,69,20,12,30000
6384,11,8,2023,62,P,741,8,1,20000
3762,14,6,2022,38,L,227,9,7,20000
9359,18,10,2024,49,P,724,10,8,20000
5135,5,8,2022,44,P,943,13,4,10000
7987,5,2,2023,29,L,666,7,6,20000
2320,16,8,2022,74,P,226,16,2,50000
2102,3,10,2022,72,P,133,18,6,20000
2824,29,7,2022,69,L,920,19,8,30000
5155,16,9,2023,73,P,350,15,2,50000
6402,13,5,2022,58,P,628,12,12,10000
3247,30,2,2024,58,L,120,12,8,50000
7251,29,2,2024,77,P,390,15,6,40000
5863,23,11,2022,71,L,76,1,6,30000
7587,8,3,2024,63,L,528,16,14,30000
3550,28,6,2022,52,L,209,20,14,40000
7690,5,8,2022,33,L,214,1,4,20000
1162,25,12,2024,79,L,449,13,14,20000
7563,10,9,2023,78,P,881,9,4,10000
3080,9,4,2022,43,L,856,14,13,20000
4648,31,10,2022,41,P,882,12,6,20000
2463,24,12,2024,35,P,170,1,6,20000
3236,24,1,2022,67,L,472,13,11,10000
3554,15,10,2024,25,P,46,8,10,40000
547,8,3,2024,66,L,962,10,4,50000
4170,7,8,2023,45,P,636,7,1,40000
9589,30,3,2024,32,P,237,15,7,50000
9658,21,10,2022,37,L,860,17,2,10000
2272,16,2,2022,36,L,962,1,6,40000
211,27,8,2023,53,L,899,10,2,10000
4068,27,4,2022,60,L,900,16,9,30000
6451,12,12,2023,70,P,279,17,5,50000
1203,31,9,2023,66,L,343,17,10,50000
8511,15,2,2023,44,P,749,20,12,20000
4506,12,2,2024,47,P,164,13,14,30000
2427,13,7,2022,60,L,691,8,7,20000
7625,27,8,2022,44,P,546,2,8,40000
8363,20,12,2024,42,P,174,7,9,50000
9544,23,3,2024,71,P,880,11,2,40000
2853,31,11,2023,46,P,544,9,11,10000
6604,18,6,2022,34,L,303,16,9,20000
8597,27,8,2024,63,L,468,4,3,40000
8609,10,1,2023,32,L,205,13,2,40000
3775,7,12,2024,43,L,183,5,7,40000
4952,30,2,2024,68,L,137,16,8,50000
8980,2,4,2023,35,P,790,20,7,50000
7753,15,8,2023,67,P,898,3,3,20000
2377,15,5,2023,34,L,718,16,8,20000
6584,15,4,2022,49,P,641,20,2,30000
3002,26,5,2022,30,L,100,15,7,20000
2316,14,4,2022,32,L,20,5,1,30000
1473,9,8,2024,22,P,79,10,5,20000
1784,19,10,2023,79,L,965,13,4,40000
3341,30,7,2023,74,L,957,14,1,10000
4955,6,6,2022,72,L,326,9,3,40000
9828,12,10,2023,57,P,902,6,7,20000
3834,24,3,2022,72,P,774,7,1,50000
6825,8,2,2022,80,L,15,8,11,40000
3333,8,11,2024,22,P,921,13,1,30000
8743,12,2,2023,47,P,386,2,1,30000
6456,27,12,2023,65,P,486,16,7,10000
8699,2,3,2023,44,L,741,14,11,30000
1339,20,5,2022,52,P,348,4,10,50000
7914,24,6,2024,21,P,965,13,1,40000
6765,30,3,2022,52,P,71,16,14,10000
7215,14,6,2022,50,L,221,12,13,40000
3206,9,1,2024,79,L,988,15,2,10000
9561,18,5,2022,45,L,167,18,4,20000
4699,10,2,2023,67,P,962,1,10,50000
8893,26,8,2024,47,L,694,15,13,30000
2574,3,12,2023,53,P,32,19,10,50000
1758,30,12,2023,27,L,994,12,9,10000
8700,5,3,2024,67,L,552,8,11,40000
1102,22,5,2024,61,L,184,15,6,10000
3101,18,2,2024,27,P,542,5,3,10000
4272,8,8,2024,44,L,244,9,8,10000
2135,15,3,2024,53,P,539,5,1,10000
3788,13,4,2024,50,P,280,15,10,50000
738,8,3,2023,51,P,308,17,3,20000
9715,2,10,2023,28,L,524,11,3,20000
641,26,7,2023,55,L,434,15,9,50000
4985,25,11,2024,27,L,217,18,10,20000
6375,4,8,2024,55,P,573,12,3,10000
6601,28,12,2022,30,L,773,13,4,40000
8798,2,2,2022,35,P,866,13,12,40000
1378,19,9,2022,63,L,998,13,10,30000
8450,2,10,2024,69,P,297,16,10,50000
1504,10,8,2022,39,P,490,17,14,10000
3772,14,8,2024,39,L,476,4,14,50000
9458,1,5,2022,76,L,284,7,9,40000
9327,9,4,2023,57,P,542,10,5,30000
8111,28,3,2023,54,P,19,15,6,20000
9285,24,9,2022,26,P,498,4,12,20000
1944,30,12,2022,61,P,400,15,3,40000
9794,6,6,2023,35,P,638,1,8,20000
7703,25,11,2024,34,L,238,3,8,20000
4431,5,5,2024,39,P,783,2,10,20000
6677,4,10,2023,29,P,184,3,3,10000
7273,6,10,2023,58,P,959,11,7,20000
4536,18,5,2023,72,P,801,8,4,10000
2009,14,4,2023,59,L,967,7,10,30000
7112,3,9,2022,38,L,793,5,9,10000
2560,4,4,2022,24,L,11,2,7,30000
3704,25,2,2022,78,P,867,2,14,50000
